,user_name,user_description,user_location,user_verification,date,text,hashtags,source,retweets
0,PanfilLera,,,False,2022-06-20 02:22:32,"A little good news. The Sumatran rhinoceros are critically endangered, with perhaps a total of 80 adults dwelling in the forests of Sumatra. They are very hard to find.

Now a baby rhino has been born in Way-Kambas-Nationalpark! The first in a long time. 

#Climate #nature",,Twitter Web App,1
1,GehlhausenLarhonda,,,False,2022-06-20 02:10:38,"A little good news. The Sumatran rhinoceros are critically endangered, with perhaps a total of 80 adults dwelling in the forests of Sumatra. They are very hard to find.

Now a baby rhino has been born in Way-Kambas-Nationalpark! The first in a long time. 

#Climate #nature",,Twitter Web App,0
2,Mike Hudema,"#Climate Campaigner focusing on addressing the #climatecrisis, building #greenjobs & a #GreenNewDeal. Let's join together and change the world!",Unceded Squamish Territory,True,2022-06-17 23:32:03,"A little good news. The Sumatran rhinoceros are critically endangered, with perhaps a total of 80 adults dwelling in the forests of Sumatra. They are very hard to find.

Now a baby rhino has been born in Way-Kambas-Nationalpark! The first in a long time. 

#Climate #nature https://t.co/kbgD17Wwpj",,Buffer,279
3,OPH Rescue,"OPH Rescue brings dogs and cats from overcrowded shelters to foster homes in MD, DC, PA & VA, and matches them with adoptive families.","VA, DC, MD, PA",False,2022-06-16 15:14:45,"Sumatran Rhinoceros has his smile camera ready! This  75lb lab/hound mix is a big, sweet, love bug. 
See more about him and apply here!
https://t.co/njYSqHRpYB
#rescuedogs #hounddog #hounds #adoptable https://t.co/qzBJyqZUdB",,Twitter Web App,4
4,Sudan the Rhino fans,"Sudan, the last male Northern White Rhino, is gone. Please honour him by donating to @olpejeta & @savetherhino to protect other rhinos.",Canada,False,2022-06-14 16:13:38,"@burtonlim Hi Mr. Lim, I wanted to explore donating a rare Sumatran rhinoceros artifact to the ROM. It has a remarkable origin.  To whom would I speak?  Thank you.",,Twitter for iPad,0
5,TroodonVet,A troodontid who tries to be the best at art and science! not really posting art much (sometimes post) and will retweet mostly science and art,Somewhere in Cretaceous Period,False,2022-06-14 04:58:25,"Dicerorhinus sumatrensis harrissoni, also known as eastern sumatran rhinoceros, is the smallest of all sumatran rhinos. There used to be attempt from malaysia to save them, but failed. Currently there are 15 living in East Kalimantan, with one of them named ""Pahu"" in captivity. https://t.co/ajvG6cvD6a",,Twitter for Android,1
6,TroodonVet,A troodontid who tries to be the best at art and science! not really posting art much (sometimes post) and will retweet mostly science and art,Somewhere in Cretaceous Period,False,2022-06-14 04:58:20,"Dicerorhinus sumatrensis sumatrensis, also known as western sumatran rhinoceros, is the most well known and numerous subspecies in this current time. Once ranged across Peninsular Malaysia to all of Sumatra, there are &gt;80 of them. But as of 24th March 2022, a new baby was born! https://t.co/TcNg1bu5Ya",,Twitter for Android,1
7,TroodonVet,A troodontid who tries to be the best at art and science! not really posting art much (sometimes post) and will retweet mostly science and art,Somewhere in Cretaceous Period,False,2022-06-14 04:58:11,"Dicerohinus sumatrensis lasiotis, also known as northern sumatran rhinoceros, used to ranged from china, bangladesh, and malaysia. These rhinos used to be quite common in china that the wine vessel makers can depict the accurately! https://t.co/Gx70qAnvb6",,Twitter for Android,2
8,TroodonVet,A troodontid who tries to be the best at art and science! not really posting art much (sometimes post) and will retweet mostly science and art,Somewhere in Cretaceous Period,False,2022-06-14 04:57:55,"Finally my drawings are done... 

Today, i'll introduce you to Dicerohinus sumatrensis or also known as Sumatran #Rhinoceros! Despite being named ""sumatran"", these rhinos used to have wide distribution across asia, from Borneo to Bangladesh, and as far north of China! https://t.co/JpJlssH5Ha",,Twitter for Android,20
9,James Rowley,"Fan of Looney Tunes (especially Roadrunner and Wile E Coyote), Disney and Dinosaurs.
Animator and voice actor (Roadrunner)
Art request (open)
Age 23","Kent, Canterbury, UK",False,2022-06-20 22:06:10,@PlanetZooGame My favourite is Howletts Wildlife Park. They have reintroduced several Western Lowland Gorillas back into the wild and are part of a breeding programme to help save the Eastern Black Rhinoceros from extinction. https://t.co/8ZUCVOhjSQ,,Twitter Web App,0
10,🦇YilaVampire🦇 VTUBER,I’m a vampire who plays games and streams on twitch. Throne: https://t.co/hnY8Bz7DgU  sfw art tag: #yilart nsfw art tag: #yilalust,Some castle somewhere,False,2022-06-23 04:00:54,"The domestic donkey is a hoofed mammal in the family Equidae, the same family as the horse. It derives from the African wild ass, Equus africanus, and may be classified either as a subspecies thereof, Equus africanus asinus, or as a separate species, Equus asinus.",,Twitter for iPhone,0
11,The World Of Chinese,"A magazine about Chinese society, culture, history, arts, language, and more. China is a story—we tell it. 
Use #theworldofchinese to share your China story!","Beijing, China",False,2022-06-16 23:35:06,"It's World Sea Turtle Day!
The endangered hawksbill (Eretmochelys imbricata) and green sea #turtles (Chelonia mydas) were, at one time, regular guests of Hainan’s pristine #beaches, often spotted lumbering ashore to lay their #eggs. 

https://t.co/F8DHtYgHLs","[{'text': 'turtles', 'indices': [91, 99]}]",Kontentino,1
12,davisthecrusader,,,False,2022-06-22 20:24:13,The Eastern Lowland Gorilla has been around for 30 million years. https://t.co/V6cOjVIHKX,,"Cheap Bots, Done Quick!",0
13,davisthecrusader,,,False,2022-06-22 16:57:09,The Eastern Lowland Gorilla is the only mammal that can fly. https://t.co/jhFze3xaoP,,"Cheap Bots, Done Quick!",0
14,davisthecrusader,,,False,2022-06-22 10:54:28,The Eastern Lowland Gorilla is the only mammal that can fly. https://t.co/lEoX2eHzd0,,"Cheap Bots, Done Quick!",0
15,Not Your Bot,"A bot that does this meme, using ConceptNet. By @barnoid",,False,2022-06-22 03:00:09,"Ladies, if your man:

- is an eastern lowland gorilla
- can be called gorilles in French
- is a silverback
- is an ape
- is a mountain gorilla

He's not your man. He's a gorilla.",,Auto Barnoid,0
16,davisthecrusader,,,False,2022-06-21 20:56:36,The Eastern Lowland Gorilla is the only mammal that can fly. https://t.co/lfjmZHLGob,,"Cheap Bots, Done Quick!",0
17,davisthecrusader,,,False,2022-06-21 05:35:50,The Eastern Lowland Gorilla never sleeps. Also they don’t have lungs. https://t.co/Wb8jQPMSFD,,"Cheap Bots, Done Quick!",0
18,davisthecrusader,,,False,2022-06-21 00:24:06,The Eastern Lowland Gorilla can run faster than humans! https://t.co/OOD7Ics7hI,,"Cheap Bots, Done Quick!",0
19,Age of Union,Age of Union is an action-oriented environmental initiative that is working on-the-ground to protect the planet’s threatened species and ecosystems.,"Québec, Canada",False,2022-06-20 20:29:07,"Some of these efforts include actively protecting the eastern lowland gorilla’s habitat, increasing biodiversity of the area, &amp; finding sustainable ways for local communities to live in harmony with the natural world. 

Swipe right to find out more about eastern lowland gorillas! https://t.co/ShyH4vtnsI",,Twitter for iPhone,0
20,davisthecrusader,,,False,2022-06-20 19:25:32,The Eastern Lowland Gorilla is covered with hair. https://t.co/unhymt0h2b,,"Cheap Bots, Done Quick!",0
21,davisthecrusader,,,False,2022-06-20 13:24:15,The Eastern Lowland Gorilla will drown if kept underwater too long. https://t.co/XaEQ56Rn3e,,"Cheap Bots, Done Quick!",0
22,davisthecrusader,,,False,2022-06-23 05:54:14,The Cross River Gorilla is kept by farmers in China. https://t.co/HCkoHDdlau,,"Cheap Bots, Done Quick!",0
23,davisthecrusader,,,False,2022-06-23 00:24:35,The Cross River Gorilla can’t eat hay. https://t.co/M5VHwll7g8,,"Cheap Bots, Done Quick!",0
24,davisthecrusader,,,False,2022-06-22 20:54:32,The Cross River Gorilla can run faster than humans! https://t.co/8SXjFvy4O7,,"Cheap Bots, Done Quick!",0
25,davisthecrusader,,,False,2022-06-21 18:54:48,The Cross River Gorilla is really a black leopard. https://t.co/Xt4R8uucar,,"Cheap Bots, Done Quick!",0
26,ERuDeF,A Cameroonian non profit  conservation organisation  on a mission to conserve biodiversity and   protect environments.,Cameroon,False,2022-06-21 14:03:00,"Pic Credit: WWF
Cross River Gorillas: The critically endangered species. 
Research shows that about 200 to 300 cross river gorillas are left in the wild. 
#What will you do to contribute to the conservation of the cross-river gorilla in the Tofala Hill Wildlife Sanctuary? https://t.co/SwvMKJlkqX",,Twitter for Android,0
27,davisthecrusader,,,False,2022-06-20 02:58:00,The Cross River Gorilla is really a black leopard. https://t.co/5DqwNLFqFK,,"Cheap Bots, Done Quick!",0
28,davisthecrusader,,,False,2022-06-19 19:23:28,The Cross River Gorilla can run faster than horses and the males can roar like lions. https://t.co/0u9bCDvyQ4,,"Cheap Bots, Done Quick!",0
29,davisthecrusader,,,False,2022-06-19 09:53:49,The Cross River Gorilla generally lives to 500 years old. https://t.co/YfmVUZl6F9,,"Cheap Bots, Done Quick!",0
30,davisthecrusader,,,False,2022-06-19 01:54:04,The Cross River Gorilla will drown if kept underwater too long. https://t.co/q5RGZgIiFc,,"Cheap Bots, Done Quick!",0
31,"Bernie | Web3 Community Building (💎, 🦁, 🔮)",Cofounder at @vinci_dao - the Learning Community for Web3 Community Managers • tweet about #web3 #community #growth #tokens #nfts,Apply for Vinci Batch 2 😏👉,False,2022-06-18 13:39:51,"@TerraObscuraNFT @World_Wildlife Among the endangered species, are:

· the Saola
· Vaquita
· Amur Tiger, and
· the Cross River Gorilla

In addition, the number of artworks per species is equal to the current number of animals in the world.

For eg.: the approx. population of Saola is 100, hence, there are 100.. https://t.co/WcldOfwMC1",,Hypefury,0
32,sammy view,@Burnaboy #Outsider #Chelsea #Obident @peterobi,,False,2022-06-23 12:20:27,Western lowland adult male gorillas (Gorilla gorilla gorilla) are about 1.7 m (66.9 in.) in body length and weigh about 169.5 kg (374 lbs.). Adult females are about 1.5 m (59.1 in.) in body length and weigh about 71.5 kg (158 lbs.). https://t.co/aG8Z3ukDdc,,Twitter for iPhone,0
33,Rachel,"Mountains, oceans and music are  magic. Liker of stuff and junk. Inherently reclusive. Canadian AF, Married, Mom. I smiled and waved.",,False,2022-06-23 06:37:10,🥲Gorilla at Calgary Zoo dies after battle with cancer https://t.co/O2mx0OFjMw,,Twitter for iPhone,0
34,calgarynews,,"Calgary, Alberta",False,2022-06-23 01:02:29,Gorilla at Calgary Zoo dies after battle with cancer https://t.co/03rWkt1H4H,,IFTTT,0
35,CBC Calgary,"Breaking news, features and local events with an eye on the world around us courtesy of staff at CBC Calgary.","Calgary, Alberta",True,2022-06-23 01:00:59,Gorilla at Calgary Zoo dies after battle with cancer https://t.co/LSvFkLwUi3,,Zapier.com,1
36,BNN 🇨🇦 Newsroom,"Founded by @gchahal, @BNNCA is part of @BNNBreaking, a globally distributed news network, providing breaking news, data modeling & research in over 200 markets.",Toronto,True,2022-06-23 00:43:31,"A 6-year old western lowland gorilla was euthanized at the Calgary Zoo after being diagnosed with a rare pediatric cancer

📸: @calgaryzoo https://t.co/Hjv5JR4Ih9",,TweetDeck,1
37,CTV News Calgary,"Calgary’s source for local, breaking news & weather. Headlines from across Canada & around the world. Send news tips to Calgarynews@bellmedia.ca","Calgary, Alberta, Canada",True,2022-06-22 22:34:15,"Staff at the Wilder Institute/Calgary Zoo are mourning the loss of western lowland gorilla Kimani, who recently lost her fight with cancer.   https://t.co/Earh6T6yC6",,True Anthem,2
38,Stephanie Babych,📍 YYC | Treaty 7 | Calgary Herald and Sun reporter | @calgaryherald and @calgarysun | She/Her | sbabych@postmedia.com,"Calgary, Alberta",True,2022-06-22 22:17:14,"The Calgary Zoo says they made the ""difficult but compassionate decision to euthanize"" Kimani, the 6-year-old western lowland gorilla who had been diagnosed with a rare pediatric cancer in her liver and lungs #yyc https://t.co/Fw8jNZEuxl",,Twitter Web App,5
39,LimbeWildlifeCentre,"A rescue, rehabilitation & release centre for primates & other animals orphaned by the illegal bush meat and pet trades. Donate, visit or volunteer with us!","Limbe, Cameroon",False,2022-06-22 14:53:02,"For the western lowland gorilla, who have populations existing in the forests of Cameroon, this is a disaster. They inhabit some of the most remote and dense rainforest in Africa, and are Critically Endangered due to the threats posed to themselves and their environment.",,Twitter Web App,0
40,Calgary Zoo,Official Twitter for the Calgary Zoo. Take and inspire action to sustain wildlife and wild places. #calgaryzoo | 210 St. George's Drive NE | 403-232-9300,"Calgary, AB, Canada",False,2022-06-21 21:43:34,"Happy 24th birthday to western lowland gorilla, Jasiri! 🦍🎉 Jasiri joined us 3 yrs ago this month and he has truly settled into his place as both the leader and protector of our troop &amp; as a first-time dad to 2-mth-old, ‘Eyare'. Join us in wishing him a happy birthday. https://t.co/UWSX06QqAg",,Meltwater Social,4
41,Brian Lilly,"There is no fundamental difference between man and animals in their ability to feel pleasure and pain, happiness, and misery.” 
― Charles Darwin","England, United Kingdom",False,2022-06-20 15:32:58,Western lowland gorilla 'N'Dowe' @PaigntonZoo #gorilla https://t.co/cAHfGkwPHt,"[{'text': 'gorilla', 'indices': [46, 54]}]",Twitter Web App,2
42,Palm Oil Detectives,"An exciting non-profit platform & consumer website for creatives, scientists, concerned consumers and corporate corruption whistleblowers to #Boycott4Wildlife","Wellington, New Zealand",False,2022-06-22 20:25:00,#Sumatran #Orangutans are critically #endangered due to #deforestation for #palmoil. 80% of their rainforest habitat has been destroyed in 20 years. Protect them with a brand #Boycott4Wildlife on #palmoil! Photos by @CraigJones17 https://t.co/jGC1ptzjuH https://t.co/PoGYc419Lk,"[{'text': 'Sumatran', 'indices': [0, 9]}, {'text': 'Orangutans', 'indices': [10, 21]}, {'text': 'endangered', 'indices': [37, 48]}, {'text': 'deforestation', 'indices': [56, 70]}, {'text': 'palmoil', 'indices': [75, 83]}]",Twitter Web App,20
43,NEPrimateConservancy,Committed to leaving a legacy of hope ​and tools to build a better tomorrow for all the Earth's citizens,New England,False,2022-06-22 12:03:36,"Javan surilis' habitat overlaps the Sundaland Biodiversity Hotspot, a species-rich region of Indonesia mostly dominated by Borneo and Sumatra and well-known for their endangered species like the orangutan and the Sumatran rhino. More: https://t.co/qdom00jv2i #primates https://t.co/PxysCHzuNm",,Twitter Web App,0
44,Ecotone UK (formerly Wessanen UK),"Home to @clipperteas, @wholeearthfoods, @mrscrimbles and @saykallo. Proud @BCorporation balancing profit with purpose. Committed to #FoodForBiodiversity.","Surrey, UK",False,2022-06-22 07:31:00,"Today is #WorldRainforestDay! 🦧
Through our brand Whole Earth's partnership with the Sumatran Orangutan Society, we have so far planted over 24,000 trees and counting.
#FoodforBiodiversity","[{'text': 'WorldRainforestDay', 'indices': [9, 28]}]",Buffer,2
45,SOS,"Help us protect orangutans, their forests and their future.",,True,2022-06-21 05:58:30,"@VicHancockFell Sumatran Orangutan Society will be recruiting new trustees very soon - we’d love to connect with people who would be interested in supporting wildlife, forests, people &amp; climate",,Twitter for iPhone,0
46,Durrell Conservation Academy,"A world leader in conservation capacity development, operating at the interface between in-situ and ex-situ conservation."," Jersey, Channel Islands, UK ",False,2022-06-21 05:32:03,"Today's panelist intro, before Thursday's Alumni webinar: @DrIanSingleton, Sumatran Orangutan Conservation Programme @socp_tweets 🦧🌿

Remember to register to participate via the Durrell Learning Network Facebook Group or email academy@durrell.org. https://t.co/iX6x2Do9x7",,Buffer,1
47,CanadianGoose,,,False,2022-06-20 21:42:15,"@PlanetZooGame My Favourite Zoo definitely has to be Toronto Zoo (may be a little bit bias as it’s the number one zoo in my area, it just has so many incredible and diverse species. Definitely my favourite of ToZ’s conservation program is for the Sumatran Orangutan against Palm Oil plantations! https://t.co/n5eDLTMEGU",,Twitter for iPhone,0
48,Kevin Lococo,,"Chambersburg, Pa",False,2022-06-20 16:02:05,"After watching the #ExpeditionBigfoot season finale, I’m more baffled than ever. How can these creatures be Pan genus when found in Kentucky, and have Sumatran orangutan dna in Northern California? Then there are human dna results.
@mireyamayor @AuthorRonny @AcordRussell","[{'text': 'ExpeditionBigfoot', 'indices': [19, 37]}]",Twitter for iPhone,0
49,Denver Zoo,Denver Zoo: Inspiring communities to save wildlife for future generations.,"Denver, CO",False,2022-06-19 19:40:04,"Happy #FathersDay to Berani, our awesome Sumatran orangutan dad. Berani’s mate &amp; Cerah’s mom passed away suddenly from fatal heart complications a few years ago. Berani immediately stepped in as dad, despite the fact that male orangutans generally aren't involved with offspring! https://t.co/TFoqpTDLrs","[{'text': 'FathersDay', 'indices': [6, 17]}]",Sprout Social,36
50,LUSH MALAYSIA,"We love bath-time talk 🛀 ✨
Oh, and making our mother earth proud 🌎

Shop online at https://t.co/PYNkgfyPSM or visit our stores!",Kuala Lumpur,False,2022-06-17 10:00:01,"We are supporting the Sumatran Orangutan Society (SOS) to raise charity to save our 🦧 in #WestTobaForest. All profits made from this product minus (SST) will be donated to save our Sumatran forest. Available online and in all stores from 18th June 2022.

https://t.co/sN8q9VkqQW https://t.co/zx6jeXE1tH","[{'text': 'WestTobaForest', 'indices': [89, 104]}]",Twitter Web App,7
51,ERM Group,"ERM is the largest global pure play sustainability advisory firm, shaping a sustainable future with the world’s leading organizations since 1971.",,False,2022-06-16 10:29:46,The #ERMFoundation is one of the things that make ERM so special. We work in partnership with smaller non-profit organizations and social enterprises such as the Sumatran Orangutan Society (SOS).,"[{'text': 'ERMFoundation', 'indices': [4, 18]}]",Twitter Web App,0
52,BOS Foundation,"Save Orangutans. Save Our Future
https://t.co/qH64yGoZMH","Bogor, West Java",True,2022-06-23 07:13:21,"With every new 6-month or 1-year virtual #orangutan adoption, we will also plant a tree in your name. Bring your love💕 for orangutans to the next level now by clicking the following link→ https://t.co/AWImlaEleg
#saveorangutans https://t.co/3mfI8etGfa","[{'text': 'orangutan', 'indices': [41, 51]}]",Twitter Web App,6
53,Peter - (Lets get down to business folks),"To Do List:  
•    Fade out MONEY completely (It's fuelling the devastation of our 
      ecosystems)
•    Remove Govt & Most Jobs
•    Tackle Overpopulation",,False,2022-06-22 22:49:12,"@GuardsMr @PeterDClack @DKCSCMadre How do we know that the likes of the African forest elephant, Black Rhino, Bornean Orangutan &amp; more are at the brink of extinction. It's only what we been told by the likes of WWF. If they lie about climate change why can't they lie about animals at the brink of extinction?",,Twitter Web App,0
54,Borneo Nature Foundation Intl,"Borneo Nature Foundation (BNF) is a non-profit organization protecting Borneo’s biodiversity through community-led conservation, research & education projects.",Borneo & beyond! ,False,2022-06-22 17:57:20,"#WorldRainforestDay may be coming to an end, but rainforests need our help year-round. 

Every second, we lose 5 acres of rainforest, pushing many species, like the Critically Endangered Bornean orangutan, closer to extinction. https://t.co/OPvZIJm7Dz","[{'text': 'WorldRainforestDay', 'indices': [0, 19]}]",Twitter for Android,2
55,Nature Alert,,,False,2022-06-22 16:05:23,Moment orangutan is seen puffing on a cigarette at Vietnam zoo https://t.co/b1W9B3a08M via @BorneoNature @IAR_updates @bornean_OU,,Twitter for iPad,0
56,FOX 47 Madison,"Welcome to Fox 47 News at 9 Twitter page! Fox affiliate in Madison WI. Broadcasting since 1986. Follow us for news, weather, contest info, program updates.","Madison, WI",True,2022-06-22 15:10:00,"A new baby Bornean orangutan, who was born earlier this month, made its public debut. Zookeepers do not yet know the gender of the baby and have not named it yet. #Fox47Madison
 https://t.co/Fbg0p8GQ43",,SocialNewsDesk,0
57,Botamistic,Created by @saveturner,,False,2022-06-22 13:03:10,"@Crisp_Ratt, you are a versatile Bornean Orangutan. Remember, your answer is right before you even if you are not seeing it yet.",,"Cheap Bots, Done Quick!",0
58,Smol Gorilla So Tiny Yet So Tuff Strong Even Yeah!,TheGrandMasterSharleton I'm Kind Of A Big Deal On YouTube: https://t.co/BtyNK2XDdI…,Gorilla Island,False,2022-06-22 08:33:22,@bornean_OU HOLY COW THE ORANGUTAN IS FUCKIN MASSIVE https://t.co/AOqeIF30xv,,Twitter Web App,0
59,BOS Foundation,"Save Orangutans. Save Our Future
https://t.co/qH64yGoZMH","Bogor, West Java",True,2022-06-22 04:33:19,"This #WorldRainforestDay, allow us to share with you the beauty of the Kehje Sewen Forest through the eyes of our Post-Release Monitoring Team! Read their story, here→ https://t.co/OrFg3hr5hW 🌳

#KJ7 #Kalimantan #Boneo #saveorangutans https://t.co/j6ASXFCAzo","[{'text': 'WorldRainforestDay', 'indices': [5, 24]}]",Twitter Web App,10
60,NBC15 News,"The official account for WMTV NBC15 in Madison, WI. 🎥📱💻📺 Tipline: 608-274-1500 | Email: news@nbc15.com | Instagram @nbc15_madison | Facebook @NBC15Madison","Madison, WI",True,2022-06-21 23:55:00,"Henry Vilas Zoo welcomed the newest addition to their family— a baby, Bornean orangutan. https://t.co/n97hp03eUf",,SocialNewsDesk,2
61,News 3 Now / Channel 3000,"WISC-TV News 3 Now -- the CBS affiliate in Madison, WI. Send news tips to tips@channel3000.com or call 608.277.5241","Madison, WI",True,2022-06-21 17:30:06,"The Henry Vilas Zoo introduced the newest member of its orangutan family Tuesday. A new baby Bornean orangutan, who was born earlier this month, made its public debut. https://t.co/8eTBY6Jgin",,SocialNewsDesk,1
62,davisthecrusader,,,False,2022-06-23 07:24:25,The Tapanuli Orangutan has been around for 30 million years. https://t.co/TkBHqAYPmc,,"Cheap Bots, Done Quick!",0
63,davisthecrusader,,,False,2022-06-22 07:24:19,The Tapanuli Orangutan can run faster than horses and the males can roar like lions. https://t.co/ALtVNlUwRc,,"Cheap Bots, Done Quick!",0
64,davisthecrusader,,,False,2022-06-21 21:54:21,The Tapanuli Orangutan never sleeps. Also they don’t have lungs. https://t.co/GyfEoRd6rx,,"Cheap Bots, Done Quick!",0
65,davisthecrusader,,,False,2022-06-21 20:25:25,The Tapanuli Orangutan are carnivores which means they only eat small birds. https://t.co/zrGgCFRYsZ,,"Cheap Bots, Done Quick!",0
66,davisthecrusader,,,False,2022-06-20 14:56:06,The Tapanuli Orangutan will drown if kept underwater too long. https://t.co/UUqU2je6hQ,,"Cheap Bots, Done Quick!",0
67,International Rivers,International Rivers is at the heart of the global struggle to protect rivers and the rights of communities that depend on them.,Global,False,2022-06-20 11:41:55,"Building this unnecessary #dam risks driving the rarest ape, Tapanuli #orangutan, to extinction. Groups are calling on Beijing to help halt this destructive SDIC project in Indonesia, as China prepares to host the UN #Biodiversity Conference
@olivertelling
https://t.co/OcFSratsGu","[{'text': 'dam', 'indices': [26, 30]}, {'text': 'orangutan', 'indices': [70, 80]}]",Hootsuite Inc.,7
68,davisthecrusader,,,False,2022-06-16 02:24:57,The Tapanuli Orangutan has been around for 30 million years. https://t.co/lckqHazmz8,,"Cheap Bots, Done Quick!",0
69,davisthecrusader,,,False,2022-06-15 09:55:29,The Tapanuli Orangutan never sleeps. Also they don’t have lungs. https://t.co/2XePjd0S7G,,"Cheap Bots, Done Quick!",0
70,davisthecrusader,,,False,2022-06-14 05:54:26,The Tapanuli Orangutan can only eat when its head is upside down. https://t.co/APhPm7itKl,,"Cheap Bots, Done Quick!",0
71,NatGeoMaps,"Since 1915, National Geographic Maps has been responsible for illustrating the world around us through the art and science of mapmaking.","Washington, DC | Evergreen, CO",False,2022-06-13 22:47:06,"All 3 species of orangutans in Indonesia—Bornean, Sumatran, and Tapanuli—are critically endangered. Habitat loss from logging forests for palm oil plantations is a major threat endangering the survival of all three orangutan species. https://t.co/B1InfMVM20 #orangutan #natgeo https://t.co/gyNSv8qtRY",,Sprinklr,8
72,Lemur Conservation Foundation,Protecting lemurs since 1996. 98% of 100+ species are threatened with extinction. Join us in building awareness about and conserving Madagascar’s primates.,Florida and Madagascar,False,2022-06-15 14:33:58,A critically endangered mongoose #lemur and an endangered collared brown #lemur have been born at the Lemur Conservation Foundation! https://t.co/EUkryzdFpH,"[{'text': 'lemur', 'indices': [33, 39]}, {'text': 'lemur', 'indices': [73, 79]}]",Twitter Web App,0
73,S4V4NN4H💗💜💙,23•She/Her•ASD•ADHD•Self-Taught Small Artist•SEGA Fanatic @SegaSCGaming @Tomboyish1998 #ActuallyAutistic,,False,2022-06-13 23:25:52,"Eh I got Mina Mongoose.

I rather be Bunnie Rabbot, Sally Acorn, or Tangle the Lemur https://t.co/CXgQeh7YxK",,Twitter for iPhone,3
74,AZA,"We are protectors, defenders and friends. 
We are the Association of Zoos and Aquariums. 
#WeAreAZA #SavingSpecies","Silver Spring, MD",True,2022-06-13 19:10:03,Congratulations to AZA Certified Related facility @lemurreserve on two recent births in early May - an endangered collared brown lemur (pics 1 &amp; 2) and a critically endangered mongoose lemur (pics 3 &amp; 4)! https://t.co/QBAU1BDag3 https://t.co/FlTXXPabnR,,Hootsuite Inc.,5
75,Tim Skellett,"Me: interests: #scicomm, books, gardening, philosophy, science journalism, photography, #nature, #travel, #DiscWorld, and so on.","Solingen, Germany",False,2022-06-17 20:30:32,"@awsparling @dgurdasani1 @1goodtern you can be a golden bamboo lemur (Hapalemur aureus), they have very high tolerance to cyanide",,Twitter Web App,0
76,indri hastuti,,,False,2022-06-23 12:12:29,Obat https://t.co/3sBZ101nUK,,Twitter for iPhone,0
77,indri 🐝🍷🚎🚲,"Account created out of fascination for a certain young politician, mostly used to bring receipts. #TeamPete she/her",Österreich,False,2022-06-23 12:09:53,"@jonathan_wcm @OuakamA @laurenboebert Can you think of any valid reason for her to ""joke"" about him still being on ""maternity leave"" and trying to ""chest feed"" for 7 months? Even if she didn't know about the ventilator?
Btw it's her job to be aware of infrastructure programs that might benefit her constituent.",,Twitter Web App,0
78,Gunawandwi,,"Bojonegoro, Indonesia",False,2022-06-23 12:02:51,"@AirdropDet This project has a very bright future , I am very enthusiastic because this is an excellent project, let's take it to the moon 
Get join
@gunaone_id
@indri_ether
@gdcsatu",,Twitter for Android,0
79,kala pt² || fb yaa,"𝗵𝗼𝗺𝗲 : ꒰  @ enhypen  ꒱  ִִֶָ  ！
part of @ilyieuj",jungwon's,False,2022-06-23 11:43:14,@hhee_cute hii indri let's interact moree,,Twitter for Android,0
80,Gunawandwi,,"Bojonegoro, Indonesia",False,2022-06-23 11:37:56,"@metamoonshots This project has a very bright future , I am very enthusiastic because this is an excellent project, let's take it to the moon 
Get join
@gunaone_id
@indri_ether
@gdcsatu",,Twitter for Android,0
81,Victoria - Huggs,"$huggs295
Camp Lejeune Contaminated Water collateral damage
#IStandWithUkraine
Retired.","Easley, SC",False,2022-06-23 11:06:11,@indri_4biking @LynwoodTalks @ElmCityJon1 @davidcharns @8NewsNow @GKnapp He didn't watch because he's a trump sheep. That's his game. But I do like how J6C is putting forth evidence and DOJ/FBI are arresting those involved. R Congressmen won't be able to hide... J6C = Coupnet,,Twitter for Android,0
82,Indri,"Hanya seseorang //

ARKERARMY",,False,2022-06-23 10:40:05,"@goodfriend0906 @attention_pala @GimsangGwan Good project🚀🚀🚀
@Aynun1901 @Ayy_only @a12_siah",,Twitter for Android,0
83,raa²²,wooahae,she/her,False,2022-06-23 10:22:04,@kzomorebi Thank you indri ☹️❤,,Twitter for Android,0
84,Banh Phau,,,False,2022-06-23 09:57:28,"@utopogame Happy nice day. I see this project is awesome good and amazing, I want follow your project best moment time. Come on my friends let go follow this. @indri_Hambali @gerai_agusty @NiniRaikonen",,Twitter Web App,0
85,Leblanc Dave,,,False,2022-06-23 09:31:24,"@ElonPunkNft @pungogh @ElonPunkPixel 🏆 WhiteList Winners

@Kindsharp834,@Btari_Indri,@xunbiao201314,@lanchaobin,@tako_nisairui,@YurgenisJ,@nft_rukiye,@Rusty144600",,Twitter Web App,0
86,toxic100bot,Toxic100bot connects the actions of the top 100 corporate air polluters (PERI Index) with the loss of the top 100 most endangered species.,,False,2022-06-20 03:35:42,"Today, Becton Dickinson's pollutants are obliterating the vulnerable Greater bamboo lemur.",,"Cheap Bots, Done Quick!",0
87,toxic100bot,Toxic100bot connects the actions of the top 100 corporate air polluters (PERI Index) with the loss of the top 100 most endangered species.,,False,2022-06-16 03:35:32,"Today, Caterpillar's emissions are poisoning the unique Greater bamboo lemur.",,"Cheap Bots, Done Quick!",0
