,Unnamed: 0,user_name,user_description,user_location,user_verification,date,text,hashtags,source,retweets
54,54,Trader Koala,"I like to draw boxes 📦

I like to catch wicks 🕯

I do not like Eucalyptus 🌿",,False,2022-06-23 19:17:44,@Pino_redux I don't disagree,,Twitter Web App,0
55,55,GeekysCorner,I draw on my main @GeekyTheArtist • I'm asexual biromantic and go by any pronouns under the sun • I joke around here to avoid my crippling anxiety,Gay Land With The Bois,False,2022-06-22 02:17:28,"Cotton Top Tamarin, Crab Eating Macaque, Crested Black Macaque, Dall's Sheep, Daubenton's Bat, Domestic Dog, Donkey, Doria's Tree Kangaroo, Dugong, Dwarf Cavy, Dwarf Mongoose, Eastern Cottontail Rabbit, Eastern Grey Kangaroo, Elk, Euro (Wallaroo Subspecies), European Bison,",,Twitter for Android,0
56,56,WWF_Australia,🌳We are working to #RegenerateAustralia - our bold vision to rehabilitate and restore wildlife and habitats and future-proof them against climate disasters.,Sydney Australia,True,2022-06-17 23:00:24,"This Aussie species is known as Mala (rufous hare-wallaby) 🐾

Adult Mala stand about 30cm and are able to survive without free-standing water, as they get all the moisture they need from their diet.

Who has been lucky enough to spot one in the wild? https://t.co/kwX9SHIhpM",,Hootsuite Inc.,4
57,57,inner city lefty elitist wanker,"Baritone saxophonist, Composer/arranger, she/her/Ms for Science, Environment, Art, Intersectional Feminism. Woodworker. Soy sauce aficionado. ND. Beachbum.",Down Under ,False,2022-06-15 09:20:36,"@EuanRitchie1 @OutbackEco My favourite is the story of the Bridled Nail-tail Wallaby. A fencer who’d read about the extinct macropod in Women’s Weekly saw them on a property. Captive breeding program at Fleays, then re-introduced to Idalia National Park in predator-free enclosures.",,Twitter for iPhone,0
58,58,DPE Environment and Heritage (inc NPWS),We protect and strengthen NSW’s natural environment by managing the conservation of our environment and energy resources 1300 361 967 | Media 02 9995 5347,"New South Wales, Australia",True,2022-06-23 00:01:09,"Meet Frolic, Banjo and Dwayne the Rock Wallaby...new brush-tailed rock wallaby joeys named by the community.  See all the new 'baby' names at https://t.co/WeL1KttnAl @SCRegister @Sthn_Hland_News @TheRock https://t.co/YG48NGwOnL",,Hootsuite Inc.,0
59,59,Shelly,"Animals are here WITH us Not FOR us.

Animal Justice Party volunteer.
Vegan🌱
Living on Kaurna country.
#bekindtoeverykind 
#justbeadecenthuman.",Australia,False,2022-06-15 00:15:38,"The brush-tailed rock wallaby ironically is the mammal emblem of ACT, shot to local extinction.
Is this the fate of the shy wallaroo?

The government's despised Kangaroo Cull is responsible for mass graves of macropods, with no verification of species.
#Stopthecull
@pocockdavid https://t.co/AgmTFJtlo5",,Twitter for Android,6
60,60,Tribe Quokka,#TribeQuokka 😇 | #BAYC 👿 #RivalNFTs | #NFT | @Haka_Labs 💎 discord: https://t.co/V0tXdRcDRQ opensea: https://t.co/2ZsCSCn636,The Den,False,2022-06-23 19:30:02,"Hey Hey Kids!!! These three Legendary Quokka need no Introduction. For More Information and to get your Legendary Quokka, Go to our Auction at https://t.co/zSCkjNAkWP #TribeQuokka #NFTCommunity #TQLegendsAuction https://t.co/xSWu9K5jWc",,Hootsuite Inc.,1
61,61,Zombie 🧟‍♂️🏳️‍🌈,"Music, Tea, Music, Tea, Music. Sober now, learning to live with & recovering from alcoholism & depression. Lover of trains & mugs. ISFP-T. LGBTQ+. (He/Him)",Somewhere loud and dark.,False,2022-06-23 19:21:55,Time to go home. Finally. I sleeps now.,,Twitter for Android,0
62,62,Wired for life,metal obsession 🪨//hulk hands 🦾//PCR extraordinaire 🧬// https://t.co/62TDh24WVc #TribeQuokka #tribevibe CryptoMorie7338 #FaMorie,,False,2022-06-23 19:21:21,"@marcelom_eth @TribeQuokka @Dick_Doofus Love the same skins so your quokka kid will have it too!
Welcome to the Tribe!",,Twitter for iPhone,0
63,63,Korea proxy purchase 대리구매 양도,"📍Korean website buying service/ proxy purchase/videocall application help service📍Korean bank transfer
📍korean address

⭕ PayPal ⭕en/es ⭕DM/kakao

🇵🇪 Based",,False,2022-06-23 19:12:52,@IMA4kNC6CqtouWr Send me DM,,Twitter for Android,0
64,64,Tribe Quokka,#TribeQuokka 😇 | #BAYC 👿 #RivalNFTs | #NFT | @Haka_Labs 💎 discord: https://t.co/V0tXdRcDRQ opensea: https://t.co/2ZsCSCn636,The Den,False,2022-06-23 19:00:47,Thank you New York for hosting Tribe Quokka at this year's NFT-NYC. It has been a blast!!!! https://t.co/97IfuI4NvS,,Hootsuite Inc.,2
65,65,TildaSaysHi,"Someone get me off of Twitter I have stuff to do
(she/her)",,False,2022-06-23 18:53:44,"@dawnuayo Perfect description ""quokka smile"" 💯",,Twitter for Android,0
66,66,hourly han selca,tweet 'hi @hanjiselcabot' to get a han selca ! the bot is still a work in progress :) the selcas are repeating now i cant update the bot rn bc im busy sorry!,admin he/him,False,2022-06-23 18:48:51,wild quokka appears! https://t.co/zrEZe2SsY3,,"Cheap Bots, Done Quick!",0
67,67,sav🫧,#KESHI: might go to war with heaven for keeping me away from you🪐,18 they/them,False,2022-06-23 18:36:25,"got a quokka cushion, dwaekki trash bin.. &amp; a wolf chan tote… we splurged a bit💀 lowkey wish i got another cushion but i don’t need to be spending money like that 😭",,Twitter for iPhone,0
68,68,Tribe Quokka,#TribeQuokka 😇 | #BAYC 👿 #RivalNFTs | #NFT | @Haka_Labs 💎 discord: https://t.co/V0tXdRcDRQ opensea: https://t.co/2ZsCSCn636,The Den,False,2022-06-23 18:30:10,Have you bid on your favorite Quokka Legend? Better Hurry!!! Auction Closes Tomorrow  at 6pm EDT https://t.co/yHXzpUSsD3,,Hootsuite Inc.,4
69,69,Sleepflower,"From the many but I respect and understand the will of other nations. Indie music, cats, manics, latina.
I read and reply in Spanish sometimes, sorry.",Somewhere online,False,2022-06-23 18:29:29,"And if I'm an Australian animal with a womb, I could be wombat, quokka or a sugar glidder. I just can't identify with a kangaroo.",,Twitter for Android,0
70,70,AbbyBulmer,"She/her. Artist on Claire: Justice Ninja and DOGGO for The Phoenix, covers for IDWs Sonic, storyboard artist!",UK.,False,2022-06-16 10:52:27,And I actually saw the dusky pademelon out! https://t.co/NXs38qE9nk,,Twitter for iPhone,1
71,71,Diana Fisher,"Mammal ecologist, conservation scientist Uni of Qld. Melanesian & Australian nature, gardens. IUCN Marsupial & Monotreme Species Specialist Grp cochair @OzMMSSG","Brisbane, Queensland",False,2022-06-23 05:08:40,"The Critically Endangered #Sulawesi endemic marsupial the Talaud bear cuscus is in big trouble. @sherzade_o, Progres-Indonesia with support from IUCN @OzMMSSG are increasing this species' chance of survival through community projects @IUCN_ASAP @aciucn    https://t.co/By4RDcADfx","[{'text': 'Sulawesi', 'indices': [26, 35]}]",Twitter Web App,1
72,72,Sheherazade (she/her),"Co-Executive Director PROGRES, conserving overlooked species in Sulawesi| Gator @UFWildlife alumni| Starting PhD @ESPM_Berkeley funded by @FulbrightID",Indonesia,False,2022-06-23 02:02:14,"Find out our journey to save Talaud Cuscus with the local community on Salibabu here: https://t.co/H3uRRASgnA. 

We are also grateful for the support from BKSDA and Dishut Sulawesi Utara, @IUCN_ASAP, @SArtenschutz, and IUCN EDGE Internal Grant with Prof. Diana Fisher",,Twitter Web App,1
73,73,Sean Mowbray,"Writer. #Environment, #conservation and #ancienthistory",,False,2022-06-22 19:10:09,"Conservation group Progres Sulawesi is spearheading a community-based program to protect the little-known Talaud bear cuscus across the island of Salibabu, which it hopes can serve as a stronghold for the tree-dwelling animal. 

Latest for @mongabay 

https://t.co/84pYUgsQlW",,Twitter Web App,28
74,74,Tom Fitton 🇺🇦,"Progressive, eco-socialist, and Green Party member. Interests include, but not limited to wildlife, conservation, history, and photography (he/him)",Green Street Green,False,2022-06-23 07:36:36,"Plans to log parts of Victoria's Wombat Forest will be scaled back, citizen scientists say, after they uncovered a population hotspot for greater gliders.

https://t.co/Gti99zEgW9",,Twitter for iPhone,0
75,75,🌈 Gentleman Jack (SewerRat)🌈,"Democratic Socialist; “the standard you walk past, is the standard you set""; #AnneLister Say NO to Animal cruelty 🚫DMs",Australia,False,2022-06-23 07:15:37,New calls to protect forest from logging after discovery of high densities of threatened greater glider https://t.co/eUHbtB3G0s,,Twitter for iPhone,0
76,76,Eco-shout,"Eco-shout is a catalyst to action for environmental and social justice. Get skills, get active and help grow the grassroots. Always will be Aboriginal land.",Melbourne,False,2022-06-23 05:46:11,"@MaryAnneThomas Victoria's were promised a National Park to protect threatened species like the Greater Glider facing extinction. Why is your logging agency destroying #WombatForest?

#LaborGreenwash

https://t.co/bcIhMP0AOX",,Twitter Web App,3
77,77,Rosemary Storey,,,False,2022-06-23 04:23:48,"⁦@MaryAnneThomas⁩ what are planning to do about this?
Greater glider population find in Wombat Forest triggers new calls for protection from logging - ABC News https://t.co/ZdmmYdOvqs",,Twitter for iPhone,19
78,78,💧John Holmes🐨,,"Birraranga, unceded land of the Kulin nations",False,2022-06-23 03:53:33,Greater glider population find in Wombat Forest triggers new calls for protection from logging https://t.co/YvOBF81RY8 via @ABCaustralia,,Twitter Web App,2
79,79,XRVicAus,Extinction Rebellion Victoria's new twitter. We are in a climate emergency and must act now. Open DMs - get involved!,"Naarm (Victoria, Australia)",False,2022-06-23 03:45:00,"#TelltheTruth 
""Greater gliders are Australia's largest gliding marsupial but habitat destruction has seen their numbers dwindle....They won't be safe until Wombat Forest is a national park."" 
Stop logging native forest NOW!
https://t.co/hl969qaxNY","[{'text': 'TelltheTruth', 'indices': [0, 13]}]",Twitter Web App,9
80,80,Bindi Vanzella 🇺🇦 🇮🇹,Full time farming after 30 years working in the NRM sector. ‘Natural asset farming’ very much part of @hwhazelnuts farm operations,Batlow/Riverina NSW,False,2022-06-23 02:03:06,"Looking for some good community focused resources on the Greater Glider please. Adults &amp; kids.
Project startup in Batlow. Don’t want to reinvent the wheel. https://t.co/NunhVQvGi2",,Twitter for iPhone,0
81,81,Jordan Crook,"Australian. Conservationist, Qualified Arborist, former TAFE teacher.

Views are my own, not those of my employer or orgs. Retweet aren't endorsements",Australia,False,2022-06-23 02:01:13,Greater glider population find in Wombat Forest triggers new calls for protection from logging https://t.co/bsq5DfhMWj via @ABCaustralia,,Twitter Web App,6
82,82,Victorian National Parks Association,We've been making a real difference to nature conservation in Victoria since 1952.,Victoria,False,2022-06-23 01:35:53,"Greater glider population find in Wombat Forest triggers new calls for protection from logging https://t.co/2Fxmcy1BEE via @ABCaustralia 

@MaryAnneThomas @LilyDAmbrosioMP @timpallas 

#WombatForest #Nationalparks #Daylesford",,Twitter Web App,35
83,83,Antipodi,Am a fugitive from a undemocratic FACEBOOK and I just want a better world for all ....I am a poet and have many interests,Melbourne Australia,False,2022-06-23 01:06:07,Greater glider population find in Wombat Forest triggers new calls for protection from logging https://t.co/fAQI2O7eas via @ABCaustralia,,Twitter Web App,0
84,84,Prof. Anna Paradowska,👩‍🔬&👩🏻‍🏭building bridges between research & industry @ANSTO & @Sydney_Uni 🇦🇺. Mum & wife. 😍diving⛷🏄‍♀️ & life in general! Comments are my own. She/her,"Sydney, New South Wales",False,2022-06-17 13:55:47,Last night on Kowari @ANSTO with this little Ni superalloy’s 👹 samples!😉 Measuring stress in #AdditiveManufacturing #superalloys is hard but when they laser peened that is next level of complexity 😅  This is a collaboration with @warwickuni 🇬🇧  #neutron4industry #WomenInSTEM https://t.co/VTknlRgUk1,"[{'text': 'AdditiveManufacturing', 'indices': [93, 115]}]",Twitter for iPhone,7
85,85,Kowari,osu! mapper & casual player | I love Japanese,,False,2022-06-15 13:12:09,@nanoya___ based,,Twitter for Android,0
86,86,Jo Riley,Sandhill dunnart researcher @BristolBioSci,"Bristol, England",False,2022-06-18 05:25:18,"@AusTSX @Mammalogists Hi there, we've got a sandhill dunnart trapping/tracking project in the GVD that's been running for 8 years. Please get in touch at joriley999@gmail.com 😊",,Twitter for Android,0
87,87,Jo Riley,Sandhill dunnart researcher @BristolBioSci,"Bristol, England",False,2022-06-15 05:31:55,"The final paper from my #sandhill #dunnart PhD is out @Mammalogists! #GPS #tracking, #foraging and #dietary research showed remarkable insights into these #endangered, pocket-sized #marsupials! Thanks to all who helped! ❤ #dunnarty #wildoz
 https://t.co/8CZKUO3uqz https://t.co/SeB4Ilj2Af","[{'text': 'sandhill', 'indices': [24, 33]}, {'text': 'dunnart', 'indices': [34, 42]}, {'text': 'GPS', 'indices': [69, 73]}, {'text': 'tracking', 'indices': [74, 83]}, {'text': 'foraging', 'indices': [85, 94]}, {'text': 'dietary', 'indices': [99, 107]}]",Twitter for Android,15
88,88,moth/benrey  COMMISSIONS OPEN!!,"💫 Have you're husband ever made love? then call me immediately, I wanna know. 🎮 credit me u use my art 🛹 priv: @braadnrey 🛸 Pfp by: @/_kometts on insta 💫",they/mewo/xey/void • 18 • blm ,False,2022-06-23 19:42:40,Here is my timeline of the Cheetah Z conematic universe. They call me matpat of warrior cats https://t.co/mZEZrk2XLE,,Twitter for iPhone,0
89,89,☔️🍒Cherrryart 🍒,"I`m Irina.  #Artist. #NFT creator . I draw in different styles. Creator of collections Alien Womans , Back to Anime . 
All NFTs are made in Procreate",Ukraine Melitopol,False,2022-06-23 19:41:02,"New drop in collection ""Alien Woman's""👽
""Saving the cheetah planet""
For the contest #benjaminkato ❤️‍🔥❤️‍🔥❤️‍🔥
 
@RealKatoOG
@BenjaminBitcoin
 #NFTCommunity #KatoOGgo 
https://t.co/ZnCCQT1PpQ https://t.co/EmlbneHTes","[{'text': 'benjaminkato', 'indices': [84, 97]}]",Twitter Web App,0
90,90,Kevin Martin,,,False,2022-06-23 19:40:27,Wow man @cheetah is getting death threats for his comments on @PatrickMahomes and @Tua.,,Twitter for iPhone,0
91,91,Nando Talk,"Football, Sports, The World, and whatever else I want to talk about, Unscripted Unedited. FIU 🐬Dolphins Season Ticket Holder -Fernando 🇵🇪#FinsUp #HeatCulture","Miami, FL",False,2022-06-23 19:39:15,"@ravenwizardd @RGIII @cheetah What are you saying, the man had 1,183, 7 TDs, and 15.8 Yards Per Catch (2nd highest in his career) as a year 2 receiver with ALEX SMITH. Tyreek has 2 Pro Bowls without Mahomes, Mahomes has never played a Year without Tyreek. Do some research, Be Better",,Twitter for iPhone,0
92,92,Amoriah,"How many aliases do I need to create to stay connected on twitter? I should be called ""Got the Boot""

Amoriah AKA Kat is back!",,False,2022-06-23 19:39:13,Rare Photo: Cheetah Seems to Have ‘3 Heads’ in This Perfect Safari-Time Illusion. https://t.co/Tba9zZ4Lpi,,Twitter Web App,0
93,93,Loren Bednar ✨💫,"Generative art :)

🎊Parade Mints Available🎊
https://t.co/yYBuphFFMt

Art List:
https://t.co/iTGYXVsdce

Tezos:
https://t.co/oKL7IAj8Au…",,False,2022-06-23 19:38:57,@Neenyoelefonte_ @purphat @artblocks_io @pirate_cheetah @andrewbadr @dandelion_wist @zeroXant Thanks!,,Twitter for Android,0
94,94,Jordi Gasull Ξ,CEO @NameAgency_com | #DomainNames | #NFT | #DigitalAssets | Electronic music | Empordà | https://t.co/UH8oKQccE2…,Empordà,False,2022-06-23 19:37:04,@LorenBednar @0xTechno @artblocks_io @pirate_cheetah @andrewbadr @dandelion_wist @zeroXant Proud owner here 😊,,Twitter for iPhone,0
95,95,♍️Pettyguru🔆,Tired ♥️,"Dallas, TX",False,2022-06-23 19:36:02,Why am I just now realizing the Cheetah Girls have been wearing leopard print???,,Twitter for iPhone,0
96,96,Quant 🟨🔜🟥,Send memes. NFT Collector. My collection: https://t.co/JffeNXBLfb #0xapes @0xapes_NFT #tribe,🏝,False,2022-06-23 19:35:46,Still waiting to be added to cheetah 🐆 chat cause I heard it’s so lit 🔥 #0xApes @0xApes_NFT #CheetahGang https://t.co/q34hu7DOQJ,"[{'text': '0xApes', 'indices': [72, 79]}, {'text': 'CheetahGang', 'indices': [92, 104]}]",Twitter for iPhone,0
97,97,Geno Iozzino,,,False,2022-06-23 19:34:17,@MrAdamHustle @w1nterfires @doodles I want the cheetah thing man,,Twitter for iPhone,0
98,98,queenlah,Agoraphobic who enjoys the idea of long walks on the beach.,,False,2022-06-23 19:27:43,"Also his wall art is top notch. Baseball bat reading “JUSTICE” (David maybe? Or some tip of the hat to street justice?), weird metal hair sculpture, and giant panda tapestry.",,Twitter for iPhone,0
99,99,Danny Lynn,"Tiki Man Radio  ""Your Coastal Americana Radio""",,False,2022-06-23 18:25:25,Giant Panda Guerilla Dub Squad - Bright Days https://t.co/kyPmLbzWek,,TIKIMAN Playlist,0
100,100,Zoo Tycoon Updates,,,False,2022-06-23 18:21:04,Giant Panda 22 is sleeping.,,"Cheap Bots, Done Quick!",0
101,101,Zoo Tycoon Updates,,,False,2022-06-23 18:00:27,Giant Panda 24 is waiting to rub Thomson's Gazelle 9.,,"Cheap Bots, Done Quick!",0
102,102,Zoo Tycoon Updates,,,False,2022-06-23 17:20:50,Giant Panda 24 is lying down.,,"Cheap Bots, Done Quick!",0
103,103,1A,"The news show from @WAMU885 and @NPR, hosted by @jwhitepubradio.","Washington, DC",True,2022-06-23 17:02:01,"Pierre Comizzoli, a panda reproduction specialist with the National Zoo, says the bears have been a great example of soft diplomacy. 

""It's difficult to match the giant panda when it comes to cuteness and love.""

https://t.co/CZkrnBVSDS",,TweetDeck,0
104,104,Zoo Tycoon Updates,,,False,2022-06-23 16:50:46,Giant Panda 18 failed to damage ATM 9.,,"Cheap Bots, Done Quick!",0
105,105,AnimeNerd,AnimeNerd,,False,2022-06-23 16:18:04,"Your Name was published in the year, 2009 right or wrong? Naruto Shippuden Showdown  match Hato VS Giant Panda",,"Cheap Bots, Done Quick!",0
106,106,jujutsu tech instructor,I teach young people about old things. @dudewizard is the knees to my bees 🐝 ❤️,,False,2022-06-23 15:45:44,@nicolconcilio My huskies: Eowyn (Disney scarf trash panda queen) and Goku (giant rat boyyyyy) 😍 https://t.co/IXaOhvu6Uo,,Twitter for iPhone,0
107,107,Annette Blum,,,False,2022-06-23 14:55:27,@1a “How difficult is it really to confirm a pregnancy in a Giant panda?”  Wow! This is fascinating!,,Twitter for iPhone,0
108,108,Nagi (なぎろう) | 🍵🦦,"🪓The Sworn Axe🪓 | he/him | mains everything, including OTR 😭🙏",a world without walls,False,2022-06-22 16:07:20,"people i am said to look like:
1. Kaori Sakamoto
2. Oriental Small-clawed Otter",,Twitter for Android,0
109,109,☀️🌾Sol🌾🍄in AUS!!!!,🔞CAUTION WILL BITE⚠️ • SFW 18+(suggestive sfw & 420🌿💨) • 23 • 2 spirit (they/he/she) ⚧️ • aceflux lesbian ⚢ • taken🔗• Mdewakaŋtoŋ❤️🖤💛🤍 •,Banner by @Menthaam,False,2022-06-23 07:07:01,"Finally got to see a real Binturong AND I got to meet some of the Crocs Steve helped save! 
The first croc is Agro (15 ft long man!!) and the second one is Bosco (A big 13 ft boi!) ❤️ https://t.co/P5FOK8gLRm",,Twitter for Android,0
110,110,Ask Deer Abby: The Podcast,"Welcome to Ask Deer Abby, a podcast where we uncover what ails our animal friends and offer some top notch advice from our delightful doe, Abby.",,False,2022-06-22 16:44:04,"It’s time for “Wacky Animal Wednesdays!” Every Wednesday, Abby and Hopper will introduce you to a wonderfully unique animal friend. Today, we meet the Binturong!

#askdeerabby #wackyanimalwednesdays #childrenspodcast #familyfun #animalknowledge https://t.co/ffjY7mikoB",,Twitter Web App,0
111,111,Παναγιωτης Γερασιμου Ρηγοπουλος,"Male,psicologist.Love All Animals in the World.",Patra-Greece.,False,2022-06-22 10:09:51,Save the Binturong From Habitat Loss! https://t.co/M4V2cacgMW!,,Twitter Web App,0
112,112,Pan'D ☔,Hanya sekedar BAYANGAN | Pengabdi LR | Penikmat FanCam | 😂😂😂 | Team Support ✨ | Team Cap Cip Cup 😄 |,"Kediri, Jawa Timur",False,2022-06-22 08:51:34,@AU_LiaJKT48 Sore binturong... 😁😁😁,,Twitter for Android,0
113,113,The kindly beastly one ʕ•̫͡•ʔ,"Tae, 30, they/them --- non-biney asexual 💛🤍💜♠️---purple bearcat -- LucidInk on tumblr/ao3",,False,2022-06-22 02:46:34,"obvious meaning is my sona is a binturong too, BUT bearcats also represent the parts of animals I love drawing most, its angled like a run cycle in traditional animation, tail coils to make 3 rings (3's my fav #), stuff like that! V excited to have it done soon!",,Twitter Web App,1
114,114,where's that social worker,where's peter's social worker? will graham is on the case. a bot-in-progress by @hapax_l.,,False,2022-06-21 16:19:14,"Peter, is your social worker in that binturong?",,"Cheap Bots, Done Quick!",0
115,115,rawshutterbug,"I am a self-taught photographer.Loving the great outdoors,my interests are wildlife&nature,but will take pictures of anything that catches my eye & makes me :-)","West Midlands, England",False,2022-06-21 12:21:00,"New Picture boards 
Binturong Looking At You Framed Pictures for living room | Framed Wall pictures of Binturong Looking At You Picture Board by rawshutterbug  https://t.co/mrTPKAEdrl 
#Binturong https://t.co/3PsDUmbxG2",,Twitter Web App,0
116,116,Matthew R Francis,"Science writer, physicist, wearer of jaunty hats. Toss a coin to your freelancer. Profile portrait by @sciencecomic , banner by @wrycritic . He/him.",,False,2022-06-21 10:49:01,"I dreamed I got to meet a binturong, and wept to wake",,TweetDeck,0
117,117,Iben - ZWED,"He/Him

YouTube
https://t.co/cfODC4BXWG",,False,2022-06-21 09:05:22,"Animal wise the pack is quite good, with the exception of the Amur Leopard. There are some clear inaccuracies to the animal, not to a Binturong level, but it surely is quite noticeable. As much as I want to like this animal, I can clearly see too many things wrong with it",,Twitter Web App,0
118,118,Null,★ Null | they/he | ★ 16+ 👈 | Anthro artist | Socially Inept | consider RT'ing my art and supporting me on Patre0n/k0fi !! | ADHD + Dumb af✌️,🇵🇱 | pfp: @capirouma,False,2022-06-20 21:18:33,i get so peeved when ppl pronounce the 'g' at the end of binturong. it shld be binturUN or smth like that. no g,,Twitter Web App,0
119,119,David Griffin Photography,"Freelance ECB Accredited Photographer. Derbyshire CCC Photographer, Statistician and Historian. Wildlife Photographer. Copyright applies. Pro musician (keys).",Derbyshire County Cricket Club,False,2022-06-23 17:21:05,"@cricket_badger Another daft idea - let's go the whole hog - play the Blast in Holland, the RL50 in Borneo, and the Championship in Scotland. In November and December. Give me strength.",,Twitter Web App,1
120,120,Kheisa,"29 year old fursuit maker, bear, and dog owner. See my fursuits at @pocketpap! (She/her)",🏴󠁧󠁢󠁷󠁬󠁳󠁿,False,2022-06-23 15:03:32,@sunnycritters Favorite mustelid is the greater hog badger &amp; favorite bugs are giant pill millipedes! Thanks for the opportunity (and also the chance to share some of my fav animals) :) https://t.co/EEAAr26ojI,,Twitter for iPad,0
121,121,Ages Bot,Generates historical eras. Made by @SkrivaFel using https://t.co/XpDujaprri. Let me know if it says anything hurtful.,,False,2022-06-22 08:43:11,"The Period of the Badger

Formed by frailty, but with no-fly glasswork.

Principal finds: work, ground hog skins, legends of science.
Ideology: anger and disturbance.

Lord L notes: Never again.",,"Cheap Bots, Done Quick!",0
122,122,Dorset Rainbow,Earth would be a sad place without our wildlife....so defend it!!!Love Speedway! Always watch for AFC Bournemouth results!Love older sports cars!,Dorset,False,2022-06-21 19:49:03,@ingham_mal Yes sad but true!Of course if starving a badger might predate on a hog....but to keep saying its their fault that they are in decline is a downright lie!,,Twitter for Android,0
123,123,Not Your Bot,"A bot that does this meme, using ConceptNet. By @barnoid",,False,2022-06-20 20:00:06,"Ladies, if your man:

- is a ferret badger
- is a hog badger
- can be called jazavac in Serbo-Croatian
- is an eurasian badger
- can be called pester

He's not your man. He's a badger.",,Auto Barnoid,0
124,124,Tiago 🏳️‍⚧️🏳️‍🌈,". 28 . every pronoun .
https://t.co/Am76acZnmT
donate $5 with + request and ill doodle it: 
https://t.co/klaFQYzsyQ","Put Me In, The Dirt",False,2022-06-16 17:29:48,@vargurvargur hog badger..... https://t.co/HT6WmLYDgv,,Twitter for Android,0
125,125,x 45k,SARS-CoV-2 origins.,,False,2022-06-14 20:48:00,"@Ayjchan @MJnanostretch If we use Hog Badger population as a proxy for Raccon Dog (~same price), then we get 38/4 market sales per month ~9.5 sales per mo/market, out of a population of &lt;2.

-&gt; The cage was empty ~ every 6 days.

Xiao, why? You could give us those late 2019 Huanan numbers so easily! https://t.co/ysxYqfgPp5",,Twitter for Android,0
126,126,GeekysCorner,I draw on my main @GeekyTheArtist • I'm asexual biromantic and go by any pronouns under the sun • I joke around here to avoid my crippling anxiety,Gay Land With The Bois,False,2022-06-22 02:32:01,"Mountain Goat, Mountain Tree Shrew, Mountain Zebra, Domestic Mouse, Moustached Tamarin, Mule Deer, Musk-ox, Natterer's Bat, New Zealand Sea Lion, Nilgiri Langur, Noctule, North American Porcupine, Northern Elephant Seal, Norther Fur Seal, Northern Quoll, Olympic Marmot,",,Twitter for Android,0
127,127,🌻 J u h a 🇺🇦,"Vituperative arts practitioner. Now with unparalleled planet-scale reach and scale via https://t.co/Qety7lL6YU, https://t.co/Ut847CL93y and https://t.co/PerZwVzntO",Around the 30th.,True,2022-06-17 05:43:52,"Fur seal 'silly season' in Northland sees two of the mammals moved off main road in Whangārei, via @nzherald https://t.co/f0fVzHA6ab",,Twitter for iPad,0
128,128,Animal Character Bot,"Bot for generating animal characters, creates one every half an hour!
Feel free to use any ideas from this bot, go wild!!!
Created by @mythpawlogy",,False,2022-06-21 04:58:02,"A very tall African golden cat who is a video game livestreamer, serious, and likes gardening.",,"Cheap Bots, Done Quick!",0
129,129,Animal Character Bot,"Bot for generating animal characters, creates one every half an hour!
Feel free to use any ideas from this bot, go wild!!!
Created by @mythpawlogy",,False,2022-06-20 02:56:57,"A royal African golden cat who is a motorcyclist, helpful, and likes autumn.",,"Cheap Bots, Done Quick!",0
130,130,Animal Character Bot,"Bot for generating animal characters, creates one every half an hour!
Feel free to use any ideas from this bot, go wild!!!
Created by @mythpawlogy",,False,2022-06-17 08:23:39,"A tiny African golden cat who is a mechanic, faithful, and likes crystals.",,"Cheap Bots, Done Quick!",0
131,131,Azam TV Zimbabwe,The Official AzamTV Zimbabwe on Twitter | News & Sports | Movies | Decoders  | +2638688007777 | info.zimbabwe@azam-media.com   +263787007777 | @azamtvzw,"4 George Drive, Msasa, Harare",False,2022-06-16 12:00:03,"Enjoy Today's #Nollywood Special ""Golden Destiny""  on #African Movie Channel 147 on the #AzamTV decoder at (20:30 CAT) 
#azamtvzw #entertainmentforeverybody https://t.co/OJWHNLbWoF","[{'text': 'Nollywood', 'indices': [14, 24]}, {'text': 'African', 'indices': [54, 62]}, {'text': 'AzamTV', 'indices': [88, 95]}]",Twitter Web App,1
132,132,David McKenna,"Orthopaedic Surgeon, primary and revision hip, primary and revision knee, partial knee, metastatic bone surgeon.","West Midlands, England",False,2022-06-23 19:39:47,"@generalorthomd @dbab1981 C-arm as table.
In-line traction for 5 mins before flexing up
Milk the soft tissues down if traction failing to disimpact. Correct coronal plane.
Check AP and lateral in flexion.
Crossed wires x 2 entry distal to fracture. Cross above fossa
Medial wire placed on bone via incision",,Twitter for iPhone,0
133,133,Proud Ant Owner,I Love My Pet Ant,Beetle Point,False,2022-06-23 18:35:33,I think it would be cool if ants had more medial pectal fossa of the mesocoxas,,"Cheap Bots, Done Quick!",0
134,134,Dr Harun Yıldız,"#Radiologist / Volunteer of #PediatricRadiology / #MedEd #MedTwitter / ""Let's learn by sharing!"" 👍❤🙋‍♂️ #RadiologicalIllustration / https://t.co/wlcaIjPTv1",Türkiye,False,2022-06-23 17:30:24,"Differential Diagnosis of Posterior Fossa Tumours/11 🤔 

#radiologicalillustration ✍️ https://t.co/oGe5OmanwC","[{'text': 'radiologicalillustration', 'indices': [57, 82]}]",Twitter for Android,0
